date,home_team,away_team,neutral,home_score,away_score,competition,synthetic
2023-11-17,Greece,New Zealand,0,2,0,Friendly,0
2023-11-17,England,Malta,0,2,0,UEFA Euro qualification,0
2023-11-17,Poland,Czech Republic,0,1,1,UEFA Euro qualification,0
2023-11-18,Jamaica,Canada,0,1,2,CONCACAF Nations League,0
2023-11-18,Senegal,South Sudan,0,4,0,FIFA World Cup qualification,0
2023-11-18,South Africa,Benin,0,2,1,FIFA World Cup qualification,0
2023-11-18,Germany,Turkey,0,2,3,Friendly,0
2023-11-18,France,Gibraltar,0,14,0,UEFA Euro qualification,0
2023-11-18,Netherlands,Ireland,0,1,0,UEFA Euro qualification,0
2023-11-18,Latvia,Croatia,0,0,2,UEFA Euro qualification,0
2023-11-18,Switzerland,Kosovo,0,1,1,UEFA Euro qualification,0
2023-11-19,Sierra Leone,Egypt,1,0,2,FIFA World Cup qualification,0
2023-11-19,Sudan,DR Congo,1,1,0,FIFA World Cup qualification,0
2023-11-19,Mozambique,Algeria,0,0,2,FIFA World Cup qualification,0
2023-11-19,Scotland,Norway,0,3,3,UEFA Euro qualification,0
2023-11-19,Spain,Georgia,0,3,1,UEFA Euro qualification,0
2023-11-19,Belgium,Azerbaijan,0,5,0,UEFA Euro qualification,0
2023-11-19,Sweden,Estonia,0,2,0,UEFA Euro qualification,0
2023-11-19,Portugal,Iceland,0,2,0,UEFA Euro qualification,0
2023-11-19,Bosnia and Herzegovina,Slovakia,0,1,2,UEFA Euro qualification,0
2023-11-20,Panama,Costa Rica,0,3,1,CONCACAF Nations League,0
2023-11-20,Trinidad and Tobago,United States,0,2,1,CONCACAF Nations League,0
2023-11-20,Gambia,Ivory Coast,1,0,2,FIFA World Cup qualification,0
2023-11-20,Curacao,El Salvador,0,1,1,Friendly,0
2023-11-20,North Macedonia,England,0,1,1,UEFA Euro qualification,0
2023-11-20,Czech Republic,Moldova,0,3,0,UEFA Euro qualification,0
2023-11-21,Canada,Jamaica,0,2,3,CONCACAF Nations League,0
2023-11-21,Mexico,Honduras,0,2,0,CONCACAF Nations League,0
2023-11-21,Ecuador,Chile,0,1,0,FIFA World Cup qualification,0
2023-11-21,Paraguay,Colombia,0,0,1,FIFA World Cup qualification,0
2023-11-21,Uruguay,Bolivia,0,3,0,FIFA World Cup qualification,0
2023-11-21,Brazil,Argentina,0,0,1,FIFA World Cup qualification,0
2023-11-21,India,Qatar,0,0,3,FIFA World Cup qualification,0
2023-11-21,Syria,Japan,1,0,5,FIFA World Cup qualification,0
2023-11-21,China,South Korea,0,0,3,FIFA World Cup qualification,0
2023-11-21,Uzbekistan,Iran,0,2,2,FIFA World Cup qualification,0
2023-11-21,Vietnam,Iraq,0,0,1,FIFA World Cup qualification,0
2023-11-21,Jordan,Saudi Arabia,0,0,2,FIFA World Cup qualification,0
2023-11-21,Palestine,Australia,1,0,1,FIFA World Cup qualification,0
2023-11-21,Togo,Senegal,0,0,0,FIFA World Cup qualification,0
2023-11-21,Rwanda,South Africa,0,2,0,FIFA World Cup qualification,0
2023-11-21,Eswatini,Cape Verde,1,0,2,FIFA World Cup qualification,0
2023-11-21,Tanzania,Morocco,0,0,2,FIFA World Cup qualification,0
2023-11-21,Malawi,Tunisia,0,0,1,FIFA World Cup qualification,0
2023-11-21,Comoros,Ghana,0,1,0,FIFA World Cup qualification,0
2023-11-21,Austria,Germany,0,2,0,Friendly,0
2023-11-21,Ireland,New Zealand,0,1,1,Friendly,0
2023-11-21,Gibraltar,Netherlands,1,0,6,UEFA Euro qualification,0
2023-11-21,Greece,France,0,2,2,UEFA Euro qualification,0
2023-11-21,Wales,Turkey,0,1,1,UEFA Euro qualification,0
2023-11-21,Croatia,Armenia,0,1,0,UEFA Euro qualification,0
2023-11-21,Romania,Switzerland,0,1,0,UEFA Euro qualification,0
2023-12-16,Mexico,Colombia,1,2,3,Friendly,0
2024-01-01,Japan,Thailand,0,5,0,Friendly,0
2024-01-04,Saudi Arabia,Lebanon,1,1,0,Friendly,0
2024-01-05,Iran,Burkina Faso,0,2,1,Friendly,0
2024-01-05,Qatar,Jordan,0,1,2,Friendly,0
2024-01-05,Togo,Algeria,0,0,3,Friendly,0
2024-01-06,DR Congo,Angola,1,0,0,Friendly,0
2024-01-06,Iraq,South Korea,1,0,1,Friendly,0
2024-01-06,Bahrain,Australia,1,0,2,Friendly,0
2024-01-06,Ivory Coast,Sierra Leone,0,5,1,Friendly,0
2024-01-06,Tunisia,Mauritania,0,0,0,Friendly,0
2024-01-07,Uzbekistan,Palestine,1,1,0,Friendly,0
2024-01-07,Egypt,Tanzania,0,2,0,Friendly,0
2024-01-08,Senegal,Niger,0,1,0,Friendly,0
2024-01-08,Ghana,Namibia,0,0,0,Friendly,0
2024-01-09,Japan,Jordan,1,6,1,Friendly,0
2024-01-09,Saudi Arabia,Palestine,1,0,0,Friendly,0
2024-01-09,Burundi,Algeria,1,0,4,Friendly,0
2024-01-09,Indonesia,Iran,1,0,5,Friendly,0
2024-01-10,South Africa,Lesotho,0,0,0,Friendly,0
2024-01-10,DR Congo,Burkina Faso,1,1,2,Friendly,0
2024-01-10,Saudi Arabia,Hong Kong,1,2,0,Friendly,0
2024-01-10,Tunisia,Cape Verde,0,2,0,Friendly,0
2024-01-11,Morocco,Sierra Leone,1,3,1,Friendly,0
2024-01-12,Qatar,Lebanon,0,3,0,AFC Asian Cup,0
2024-01-12,Sweden,Estonia,1,2,1,Friendly,0
2024-01-13,Australia,India,1,2,0,AFC Asian Cup,0
2024-01-13,Uzbekistan,Syria,1,0,0,AFC Asian Cup,0
2024-01-13,Ivory Coast,Guinea-Bissau,0,2,0,African Cup of Nations,0
2024-01-14,Iran,Palestine,1,4,1,AFC Asian Cup,0
2024-01-14,Japan,Vietnam,1,4,2,AFC Asian Cup,0
2024-01-14,Egypt,Mozambique,1,2,2,African Cup of Nations,0
2024-01-14,Ghana,Cape Verde,1,1,2,African Cup of Nations,0
2024-01-15,Indonesia,Iraq,1,1,3,AFC Asian Cup,0
2024-01-15,South Korea,Bahrain,1,3,1,AFC Asian Cup,0
2024-01-15,Malaysia,Jordan,1,0,4,AFC Asian Cup,0
2024-01-15,Senegal,Gambia,1,3,0,African Cup of Nations,0
2024-01-15,Algeria,Angola,1,1,1,African Cup of Nations,0
2024-01-16,Saudi Arabia,Oman,1,2,1,AFC Asian Cup,0
2024-01-16,Tunisia,Namibia,1,0,1,African Cup of Nations,0
2024-01-16,Mali,South Africa,1,2,0,African Cup of Nations,0
2024-01-17,Qatar,Tajikistan,0,1,0,AFC Asian Cup,0
2024-01-17,Morocco,Tanzania,1,3,0,African Cup of Nations,0
2024-01-17,DR Congo,Zambia,1,1,1,African Cup of Nations,0
2024-01-18,Syria,Australia,1,0,1,AFC Asian Cup,0
2024-01-18,India,Uzbekistan,1,0,3,AFC Asian Cup,0
2024-01-18,Ivory Coast,Nigeria,0,0,1,African Cup of Nations,0
2024-01-18,Egypt,Ghana,1,2,2,African Cup of Nations,0
2024-01-19,Hong Kong,Iran,1,0,1,AFC Asian Cup,0
2024-01-19,Iraq,Japan,1,2,1,AFC Asian Cup,0
2024-01-19,Cape Verde,Mozambique,1,3,0,African Cup of Nations,0
2024-01-19,Senegal,Cameroon,1,3,1,African Cup of Nations,0
2024-01-20,Jordan,South Korea,1,2,2,AFC Asian Cup,0
2024-01-20,Algeria,Burkina Faso,1,2,2,African Cup of Nations,0
2024-01-20,Tunisia,Mali,1,1,1,African Cup of Nations,0
2024-01-20,United States,Slovenia,0,0,1,Friendly,0
2024-01-21,Kyrgyzstan,Saudi Arabia,1,0,2,AFC Asian Cup,0
2024-01-21,South Africa,Namibia,1,4,0,African Cup of Nations,0
2024-01-21,Morocco,DR Congo,1,1,1,African Cup of Nations,0
2024-01-22,Qatar,China,0,1,0,AFC Asian Cup,0
2024-01-22,Ivory Coast,Equatorial Guinea,0,0,4,African Cup of Nations,0
2024-01-22,Cape Verde,Egypt,1,2,2,African Cup of Nations,0
2024-01-22,Mozambique,Ghana,1,2,2,African Cup of Nations,0
2024-01-23,Australia,Uzbekistan,1,1,1,AFC Asian Cup,0
2024-01-23,Iran,United Arab Emirates,1,2,1,AFC Asian Cup,0
2024-01-23,Guinea,Senegal,1,0,2,African Cup of Nations,0
2024-01-23,Mauritania,Algeria,1,1,0,African Cup of Nations,0
2024-01-24,Iraq,Vietnam,1,3,2,AFC Asian Cup,0
2024-01-24,Japan,Indonesia,1,3,1,AFC Asian Cup,0
2024-01-24,South Africa,Tunisia,1,0,0,African Cup of Nations,0
2024-01-24,Tanzania,DR Congo,1,0,0,African Cup of Nations,0
2024-01-24,Zambia,Morocco,1,0,1,African Cup of Nations,0
2024-01-25,Jordan,Bahrain,1,0,1,AFC Asian Cup,0
2024-01-25,South Korea,Malaysia,1,3,3,AFC Asian Cup,0
2024-01-25,Saudi Arabia,Thailand,1,0,0,AFC Asian Cup,0
2024-01-28,Australia,Indonesia,1,4,0,AFC Asian Cup,0
2024-01-28,Egypt,DR Congo,1,1,1,African Cup of Nations,0
2024-01-29,Iraq,Jordan,1,2,3,AFC Asian Cup,0
2024-01-29,Qatar,Palestine,0,2,1,AFC Asian Cup,0
2024-01-29,Cape Verde,Mauritania,1,1,0,African Cup of Nations,0
2024-01-29,Ivory Coast,Senegal,0,1,1,African Cup of Nations,0
2024-01-30,Saudi Arabia,South Korea,1,1,1,AFC Asian Cup,0
2024-01-30,Uzbekistan,Thailand,1,2,1,AFC Asian Cup,0
2024-01-30,Morocco,South Africa,1,0,2,African Cup of Nations,0
2024-01-31,Bahrain,Japan,1,1,3,AFC Asian Cup,0
2024-01-31,Iran,Syria,1,1,1,AFC Asian Cup,0
2024-02-02,Australia,South Korea,1,1,2,AFC Asian Cup,0
2024-02-02,Tajikistan,Jordan,1,0,1,AFC Asian Cup,0
2024-02-02,DR Congo,Guinea,1,3,1,African Cup of Nations,0
2024-02-03,Iran,Japan,1,2,1,AFC Asian Cup,0
2024-02-03,Qatar,Uzbekistan,0,1,1,AFC Asian Cup,0
2024-02-03,Cape Verde,South Africa,1,0,0,African Cup of Nations,0
2024-02-03,Ivory Coast,Mali,0,2,1,African Cup of Nations,0
2024-02-06,Jordan,South Korea,1,2,0,AFC Asian Cup,0
2024-02-07,Qatar,Iran,0,3,2,AFC Asian Cup,0
2024-02-07,Ivory Coast,DR Congo,0,1,0,African Cup of Nations,0
2024-02-07,Nigeria,South Africa,1,1,1,African Cup of Nations,0
2024-02-10,Qatar,Jordan,0,3,1,AFC Asian Cup,0
2024-02-10,South Africa,DR Congo,1,0,0,African Cup of Nations,0
2024-02-11,Ivory Coast,Nigeria,0,2,1,African Cup of Nations,0
2024-03-21,South Africa,Andorra,1,1,1,FIFA Series,0
2024-03-21,Cape Verde,Guyana,1,1,0,FIFA Series,0
2024-03-21,Panama,Mexico,1,0,3,CONCACAF Nations League,0
2024-03-21,United States,Jamaica,0,3,1,CONCACAF Nations League,0
2024-03-21,Bosnia and Herzegovina,Ukraine,0,1,2,UEFA Euro qualification,0
2024-03-21,Qatar,Kuwait,0,3,0,FIFA World Cup qualification,0
2024-03-21,Japan,North Korea,0,1,0,FIFA World Cup qualification,0
2024-03-21,South Korea,Thailand,0,1,1,FIFA World Cup qualification,0
2024-03-21,Iran,Turkmenistan,0,5,0,FIFA World Cup qualification,0
2024-03-21,Hong Kong,Uzbekistan,0,0,2,FIFA World Cup qualification,0
2024-03-21,Iraq,Philippines,0,1,0,FIFA World Cup qualification,0
2024-03-21,Pakistan,Jordan,0,0,3,FIFA World Cup qualification,0
2024-03-21,Saudi Arabia,Tajikistan,0,1,0,FIFA World Cup qualification,0
2024-03-21,Australia,Lebanon,0,2,0,FIFA World Cup qualification,0
2024-03-21,Ecuador,Guatemala,1,2,0,Friendly,0
2024-03-21,Portugal,Sweden,0,5,2,Friendly,0
2024-03-22,Algeria,Bolivia,0,3,2,FIFA Series,0
2024-03-22,Egypt,New Zealand,0,1,0,FIFA Series,0
2024-03-22,Argentina,El Salvador,1,3,0,Friendly,0
2024-03-22,Hungary,Turkey,0,1,0,Friendly,0
2024-03-22,Morocco,Angola,0,1,0,Friendly,0
2024-03-22,Netherlands,Scotland,0,4,0,Friendly,0
2024-03-22,Nigeria,Ghana,1,2,1,Friendly,0
2024-03-22,Norway,Czech Republic,0,1,2,Friendly,0
2024-03-22,Senegal,Gabon,1,3,0,Friendly,0
2024-03-22,Spain,Colombia,1,0,1,Friendly,0
2024-03-23,Tunisia,Croatia,1,0,0,FIFA Series,0
2024-03-23,Canada,Trinidad and Tobago,1,2,0,Copa América qualification,0
2024-03-23,Denmark,Switzerland,0,0,0,Friendly,0
2024-03-23,England,Brazil,0,0,1,Friendly,0
2024-03-23,France,Germany,0,0,2,Friendly,0
2024-03-23,Ivory Coast,Benin,1,2,2,Friendly,0
2024-03-23,Ireland,Belgium,0,0,0,Friendly,0
2024-03-23,Slovakia,Austria,0,0,2,Friendly,0
2024-03-24,Jamaica,Panama,1,1,0,CONCACAF Nations League,0
2024-03-24,United States,Mexico,0,2,0,CONCACAF Nations League,0
2024-03-24,Ecuador,Italy,1,0,2,Friendly,0
2024-03-25,Cape Verde,Equatorial Guinea,1,1,0,FIFA Series,0
2024-03-25,Sweden,Albania,0,1,0,Friendly,0
2024-03-26,Algeria,South Africa,0,3,3,FIFA Series,0
2024-03-26,Egypt,Croatia,0,2,4,FIFA Series,0
2024-03-26,New Zealand,Tunisia,1,0,0,FIFA Series,0
2024-03-26,Kuwait,Qatar,0,1,2,FIFA World Cup qualification,0
2024-03-26,Thailand,South Korea,0,0,3,FIFA World Cup qualification,0
2024-03-26,Uzbekistan,Hong Kong,0,3,0,FIFA World Cup qualification,0
2024-03-26,Turkmenistan,Iran,0,0,1,FIFA World Cup qualification,0
2024-03-26,Philippines,Iraq,0,0,5,FIFA World Cup qualification,0
2024-03-26,Tajikistan,Saudi Arabia,0,1,1,FIFA World Cup qualification,0
2024-03-26,Jordan,Pakistan,0,7,0,FIFA World Cup qualification,0
2024-03-26,Australia,Lebanon,0,5,0,FIFA World Cup qualification,0
2024-03-26,Argentina,Costa Rica,1,3,1,Friendly,0
2024-03-26,Austria,Turkey,0,6,1,Friendly,0
2024-03-26,Colombia,Romania,1,3,2,Friendly,0
2024-03-26,Czech Republic,Armenia,0,2,1,Friendly,0
2024-03-26,England,Belgium,0,2,2,Friendly,0
2024-03-26,France,Chile,0,3,2,Friendly,0
2024-03-26,Germany,Netherlands,0,2,1,Friendly,0
2024-03-26,Ivory Coast,Uruguay,1,2,1,Friendly,0
2024-03-26,Morocco,Mauritania,0,0,0,Friendly,0
2024-03-26,Norway,Slovakia,0,1,1,Friendly,0
2024-03-26,Ireland,Switzerland,0,0,1,Friendly,0
2024-03-26,Scotland,Northern Ireland,0,0,1,Friendly,0
2024-03-26,Senegal,Benin,1,1,0,Friendly,0
2024-03-26,Slovenia,Portugal,0,2,0,Friendly,0
2024-03-26,Spain,Brazil,0,3,3,Friendly,0
2024-05-21,Galicia,Panama,0,0,2,Friendly,0
2024-05-21,Basque Country,Uruguay,0,1,1,Friendly,0
2024-05-31,Bolivia,Mexico,1,0,1,Friendly,0
2024-05-31,Costa Rica,Uruguay,0,0,0,Friendly,0
2024-06-03,Croatia,North Macedonia,0,3,0,Friendly,0
2024-06-03,England,Bosnia and Herzegovina,0,3,0,Friendly,0
2024-06-03,Germany,Ukraine,0,0,0,Friendly,0
2024-06-03,Gibraltar,Scotland,1,0,2,Friendly,0
2024-06-04,Austria,Serbia,0,2,1,Friendly,0
2024-06-04,Italy,Turkey,0,0,0,Friendly,0
2024-06-04,Portugal,Finland,0,4,2,Friendly,0
2024-06-04,Switzerland,Estonia,0,4,0,Friendly,0
2024-06-05,Belgium,Montenegro,0,2,0,Friendly,0
2024-06-05,Denmark,Sweden,0,2,1,Friendly,0
2024-06-05,France,Luxembourg,0,3,0,Friendly,0
2024-06-05,Mexico,Uruguay,1,0,4,Friendly,0
2024-06-05,Norway,Kosovo,0,3,0,Friendly,0
2024-06-05,Spain,Andorra,0,5,0,Friendly,0
2024-06-05,Tunisia,Equatorial Guinea,0,1,0,FIFA World Cup qualification,0
2024-06-05,Curacao,Barbados,0,4,1,FIFA World Cup qualification,0
2024-06-06,Netherlands,Canada,0,4,0,Friendly,0
2024-06-06,Egypt,Burkina Faso,0,2,1,FIFA World Cup qualification,0
2024-06-06,Senegal,DR Congo,0,1,1,FIFA World Cup qualification,0
2024-06-06,Algeria,Guinea,0,1,2,FIFA World Cup qualification,0
2024-06-06,Mali,Ghana,0,1,2,FIFA World Cup qualification,0
2024-06-06,Afghanistan,Qatar,1,0,0,FIFA World Cup qualification,0
2024-06-06,Myanmar,Japan,0,0,5,FIFA World Cup qualification,0
2024-06-06,Singapore,South Korea,0,0,7,FIFA World Cup qualification,0
2024-06-06,Uzbekistan,Turkmenistan,0,3,1,FIFA World Cup qualification,0
2024-06-06,Hong Kong,Iran,0,2,4,FIFA World Cup qualification,0
2024-06-06,Indonesia,Iraq,0,0,2,FIFA World Cup qualification,0
2024-06-06,Jordan,Tajikistan,0,3,0,FIFA World Cup qualification,0
2024-06-06,Pakistan,Saudi Arabia,0,0,3,FIFA World Cup qualification,0
2024-06-06,Bangladesh,Australia,0,0,2,FIFA World Cup qualification,0
2024-06-06,Haiti,Saint Lucia,1,2,1,FIFA World Cup qualification,0
2024-06-06,Panama,Guyana,0,2,0,FIFA World Cup qualification,0
2024-06-07,Czech Republic,Malta,1,7,1,Friendly,0
2024-06-07,England,Iceland,0,0,1,Friendly,0
2024-06-07,Germany,Greece,0,2,1,Friendly,0
2024-06-07,Peru,Paraguay,0,0,0,Friendly,0
2024-06-07,Scotland,Finland,0,2,2,Friendly,0
2024-06-07,Nigeria,South Africa,0,1,1,FIFA World Cup qualification,0
2024-06-07,Morocco,Zambia,0,2,1,FIFA World Cup qualification,0
2024-06-07,Ivory Coast,Gabon,0,1,0,FIFA World Cup qualification,0
2024-06-08,Belgium,Luxembourg,0,3,0,Friendly,0
2024-06-08,Denmark,Norway,0,3,1,Friendly,0
2024-06-08,Mexico,Brazil,1,2,3,Friendly,0
2024-06-08,Portugal,Croatia,0,1,2,Friendly,0
2024-06-08,Spain,Northern Ireland,0,5,1,Friendly,0
2024-06-08,Sweden,Serbia,0,0,3,Friendly,0
2024-06-08,Switzerland,Austria,0,1,1,Friendly,0
2024-06-08,United States,Colombia,0,1,5,Friendly,0
2024-06-08,Cameroon,Cape Verde,0,4,1,FIFA World Cup qualification,0
2024-06-08,Aruba,Curacao,0,0,2,FIFA World Cup qualification,0
2024-06-09,Argentina,Ecuador,1,1,0,Friendly,0
2024-06-09,France,Canada,0,0,0,Friendly,0
2024-06-09,Italy,Bosnia and Herzegovina,0,1,0,Friendly,0
2024-06-09,Mauritania,Senegal,0,0,1,FIFA World Cup qualification,0
2024-06-09,DR Congo,Togo,0,1,0,FIFA World Cup qualification,0
2024-06-09,Namibia,Tunisia,1,0,0,FIFA World Cup qualification,0
2024-06-09,Barbados,Haiti,0,1,3,FIFA World Cup qualification,0
2024-06-09,Montserrat,Panama,1,1,3,FIFA World Cup qualification,0
2024-06-10,Czech Republic,North Macedonia,0,2,1,Friendly,0
2024-06-10,Netherlands,Iceland,0,4,0,Friendly,0
2024-06-10,Poland,Turkey,0,2,1,Friendly,0
2024-06-10,Guinea-Bissau,Egypt,0,1,1,FIFA World Cup qualification,0
2024-06-10,Uganda,Algeria,0,1,2,FIFA World Cup qualification,0
2024-06-10,Ghana,Central African Republic,0,4,3,FIFA World Cup qualification,0
2024-06-11,Chile,Paraguay,0,3,0,Friendly,0
2024-06-11,Portugal,Ireland,0,3,0,Friendly,0
2024-06-11,South Africa,Zimbabwe,0,3,1,FIFA World Cup qualification,0
2024-06-11,Cape Verde,Libya,0,1,0,FIFA World Cup qualification,0
2024-06-11,Morocco,Congo,0,6,0,FIFA World Cup qualification,0
2024-06-11,Kenya,Ivory Coast,1,0,0,FIFA World Cup qualification,0
2024-06-11,Qatar,India,0,2,1,FIFA World Cup qualification,0
2024-06-11,Japan,Syria,0,5,0,FIFA World Cup qualification,0
2024-06-11,South Korea,China,0,1,0,FIFA World Cup qualification,0
2024-06-11,Iran,Uzbekistan,0,0,0,FIFA World Cup qualification,0
2024-06-11,Iraq,Vietnam,0,3,1,FIFA World Cup qualification,0
2024-06-11,Saudi Arabia,Jordan,0,1,2,FIFA World Cup qualification,0
2024-06-11,Australia,Palestine,0,5,0,FIFA World Cup qualification,0
2024-06-12,Ecuador,Bolivia,1,3,1,Friendly,0
2024-06-12,United States,Brazil,0,1,1,Friendly,0
2024-06-14,Germany,Scotland,0,5,1,UEFA Euro,0
2024-06-14,Argentina,Guatemala,1,4,1,Friendly,0
2024-06-15,Hungary,Switzerland,1,1,3,UEFA Euro,0
2024-06-15,Spain,Croatia,1,3,0,UEFA Euro,0
2024-06-15,Colombia,Bolivia,1,3,0,Friendly,0
2024-06-16,Ecuador,Honduras,1,2,1,Friendly,0
2024-06-16,Serbia,England,1,0,1,UEFA Euro,0
2024-06-16,Poland,Netherlands,1,1,2,UEFA Euro,0
2024-06-16,Panama,Paraguay,0,0,1,Friendly,0
2024-06-17,Austria,France,1,0,1,UEFA Euro,0
2024-06-17,Belgium,Slovakia,1,0,1,UEFA Euro,0
2024-06-18,Turkey,Georgia,1,3,1,UEFA Euro,0
2024-06-18,Portugal,Czech Republic,1,2,1,UEFA Euro,0
2024-06-18,New Zealand,Solomon Islands,1,3,0,Oceania Nations Cup,0
2024-06-19,Germany,Hungary,0,2,0,UEFA Euro,0
2024-06-19,Scotland,Switzerland,1,1,1,UEFA Euro,0
2024-06-19,Croatia,Albania,1,2,2,UEFA Euro,0
2024-06-20,Spain,Italy,1,1,0,UEFA Euro,0
2024-06-20,Denmark,England,1,1,1,UEFA Euro,0
2024-06-20,Argentina,Canada,1,2,0,Copa América,0
2024-06-21,Poland,Austria,1,1,3,UEFA Euro,0
2024-06-21,Netherlands,France,1,0,0,UEFA Euro,0
2024-06-21,Vanuatu,New Zealand,0,0,4,Oceania Nations Cup,0
2024-06-22,Belgium,Romania,1,2,0,UEFA Euro,0
2024-06-22,Georgia,Czech Republic,1,1,1,UEFA Euro,0
2024-06-22,Turkey,Portugal,1,0,3,UEFA Euro,0
2024-06-22,Ecuador,Venezuela,1,1,2,Copa América,0
2024-06-22,Mexico,Jamaica,1,1,0,Copa América,0
2024-06-23,Germany,Switzerland,0,1,1,UEFA Euro,0
2024-06-23,Scotland,Hungary,1,0,1,UEFA Euro,0
2024-06-23,United States,Bolivia,0,2,0,Copa América,0
2024-06-23,Uruguay,Panama,1,3,1,Copa América,0
2024-06-24,Albania,Spain,1,0,1,UEFA Euro,0
2024-06-24,Croatia,Italy,1,1,1,UEFA Euro,0
2024-06-24,Colombia,Paraguay,1,2,1,Copa América,0
2024-06-24,Brazil,Costa Rica,1,0,0,Copa América,0
2024-06-25,England,Slovenia,1,0,0,UEFA Euro,0
2024-06-25,Netherlands,Austria,1,2,3,UEFA Euro,0
2024-06-25,France,Poland,1,1,1,UEFA Euro,0
2024-06-25,Peru,Canada,1,0,1,Copa América,0
2024-06-25,Chile,Argentina,1,0,1,Copa América,0
2024-06-26,Ukraine,Belgium,1,0,0,UEFA Euro,0
2024-06-26,Georgia,Portugal,1,2,0,UEFA Euro,0
2024-06-26,Czech Republic,Turkey,1,1,2,UEFA Euro,0
2024-06-26,Ecuador,Jamaica,1,3,1,Copa América,0
2024-06-26,Venezuela,Mexico,1,1,0,Copa América,0
2024-06-27,New Zealand,Tahiti,1,5,0,Oceania Nations Cup,0
2024-06-27,United States,Panama,0,1,2,Copa América,0
2024-06-27,Uruguay,Bolivia,1,5,0,Copa América,0
2024-06-28,Colombia,Costa Rica,1,3,0,Copa América,0
2024-06-28,Paraguay,Brazil,1,1,4,Copa América,0
2024-06-29,Switzerland,Italy,1,2,0,UEFA Euro,0
2024-06-29,Germany,Denmark,0,2,0,UEFA Euro,0
2024-06-29,Argentina,Peru,1,2,0,Copa América,0
2024-06-29,Canada,Chile,1,0,0,Copa América,0
2024-06-30,England,Slovakia,1,2,1,UEFA Euro,0
2024-06-30,Spain,Georgia,1,4,1,UEFA Euro,0
2024-06-30,Vanuatu,New Zealand,0,0,3,Oceania Nations Cup,0
2024-06-30,Mexico,Ecuador,1,0,0,Copa América,0
2024-07-01,France,Belgium,1,1,0,UEFA Euro,0
2024-07-01,Portugal,Slovenia,1,0,0,UEFA Euro,0
2024-07-01,United States,Uruguay,0,0,1,Copa América,0
2024-07-01,Bolivia,Panama,1,1,3,Copa América,0
2024-07-02,Romania,Netherlands,1,0,3,UEFA Euro,0
2024-07-02,Austria,Turkey,1,1,2,UEFA Euro,0
2024-07-02,Brazil,Colombia,1,1,1,Copa América,0
2024-07-02,Costa Rica,Paraguay,1,2,1,Copa América,0
2024-07-04,Argentina,Ecuador,1,1,1,Copa América,0
2024-07-05,Germany,Spain,0,1,2,UEFA Euro,0
2024-07-05,Portugal,France,1,0,0,UEFA Euro,0
2024-07-05,Venezuela,Canada,1,1,1,Copa América,0
2024-07-06,England,Switzerland,1,1,1,UEFA Euro,0
2024-07-06,Netherlands,Turkey,1,2,1,UEFA Euro,0
2024-07-06,Uruguay,Brazil,1,0,0,Copa América,0
2024-07-06,Colombia,Panama,1,5,0,Copa América,0
2024-07-09,Spain,France,1,2,1,UEFA Euro,0
2024-07-09,Argentina,Canada,1,2,0,Copa América,0
2024-07-10,Netherlands,England,1,1,2,UEFA Euro,0
2024-07-10,Uruguay,Colombia,1,0,1,Copa América,0
2024-07-13,Canada,Uruguay,1,2,2,Copa América,0
2024-07-14,Spain,England,1,2,1,UEFA Euro,0
2024-07-14,Argentina,Colombia,1,1,0,Copa América,0
2024-07-27,Jordan,North Korea,0,0,0,Friendly,0
2024-08-29,Jordan,North Korea,0,2,1,Friendly,0
2024-09-01,Guatemala,Uruguay,1,1,1,Friendly,0
2024-09-05,Tunisia,Madagascar,0,1,0,African Cup of Nations qualification,0
2024-09-05,Algeria,Equatorial Guinea,0,2,0,African Cup of Nations qualification,0
2024-09-05,Ghana,Angola,0,0,1,African Cup of Nations qualification,0
2024-09-05,Portugal,Croatia,0,2,1,UEFA Nations League,0
2024-09-05,Scotland,Poland,0,2,3,UEFA Nations League,0
2024-09-05,Denmark,Switzerland,0,2,0,UEFA Nations League,0
2024-09-05,Serbia,Spain,0,0,0,UEFA Nations League,0
2024-09-05,Azerbaijan,Sweden,0,1,3,UEFA Nations League,0
2024-09-05,Argentina,Chile,0,3,0,FIFA World Cup qualification,0
2024-09-05,Qatar,United Arab Emirates,0,1,3,FIFA World Cup qualification,0
2024-09-05,Uzbekistan,North Korea,0,1,0,FIFA World Cup qualification,0
2024-09-05,Iran,Kyrgyzstan,0,1,0,FIFA World Cup qualification,0
2024-09-05,Iraq,Oman,0,1,0,FIFA World Cup qualification,0
2024-09-05,South Korea,Palestine,0,0,0,FIFA World Cup qualification,0
2024-09-05,Jordan,Kuwait,0,1,1,FIFA World Cup qualification,0
2024-09-05,Japan,China,0,7,0,FIFA World Cup qualification,0
2024-09-05,Australia,Bahrain,0,0,1,FIFA World Cup qualification,0
2024-09-05,Saudi Arabia,Indonesia,0,1,1,FIFA World Cup qualification,0
2024-09-06,Morocco,Gabon,0,4,1,African Cup of Nations qualification,0
2024-09-06,Egypt,Cape Verde,0,3,0,African Cup of Nations qualification,0
2024-09-06,Ivory Coast,Zambia,0,2,0,African Cup of Nations qualification,0
2024-09-06,DR Congo,Guinea,0,1,0,African Cup of Nations qualification,0
2024-09-06,South Africa,Uganda,0,2,2,African Cup of Nations qualification,0
2024-09-06,Senegal,Burkina Faso,0,1,1,African Cup of Nations qualification,0
